Year;Title;Artist;Genre;Duration (seconds);Duration (min:sec);Release Date;Popularity;Acousticness;Danceability;Energy;Instrumentalness;Key;Loudness;Mode;Tempo;Time Signature;Valence
2008;Decode;Paramore;candy pop, pixie, pop, pop emo, pop punk, rock;261;4:21;2008-11-04;75;0.000686;0.28;0.87;0.00608;10.0;-4.219;0.0;164.057;4.0;0.284
2008;Don't Stop The Music;Rihanna;barbadian pop, pop, urban contemporary;267;4:27;2008-06-02;82;0.0336;0.835;0.669;6.92e-05;6.0;-5.582;0.0;122.668;4.0;0.542
2008;Skinny Love;Bon Iver;chamber pop, eau claire indie, indie folk, melancholia, modern rock;238;3:58;2008-02-19;74;0.845;0.592;0.263;5.68e-06;4.0;-14.029;0.0;76.366;4.0;0.109
2008;Whatever It Is;Zac Brown Band;contemporary country, country, country road, modern country rock;208;3:28;2008-11-17;71;0.443;0.686;0.576;1.66e-05;1.0;-6.633;1.0;83.969;4.0;0.72
2008;Burnin' Up;Jonas Brothers;boy band, pop;175;2:55;2008-08-12;74;0.0296;0.667;0.954;0.0;2.0;-3.462;1.0;114.03;4.0;0.807
2008;Womanizer;Britney Spears;dance pop, pop;224;3:44;2008-12-02;78;0.073;0.724;0.695;0.0;11.0;-5.226;1.0;139.0;4.0;0.235
2008;Addicted;Saving Abel;alternative metal, nu metal, post-grunge;222;3:42;2008-01-01;71;0.000821;0.512;0.864;0.0;7.0;-4.146;1.0;138.018;4.0;0.527
2008;Circus;Britney Spears;dance pop, pop;192;3:12;2008-12-02;77;0.147;0.791;0.733;0.000381;6.0;-5.215;0.0;114.98;4.0;0.761
2008;Second Chance;Shinedown;alternative metal, nu metal, post-grunge;222;3:42;2008-06-24;71;0.00107;0.46;0.796;0.0;0.0;-4.501;0.0;100.011;4.0;0.182
2008;Lollipop;Lil Wayne, Static Major;hip hop, new orleans rap, pop rap, rap, trap;299;4:59;2008-06-10;73;0.056;0.829;0.428;0.00413;0.0;-9.469;1.0;148.075;4.0;0.45
2008;A Milli;Lil Wayne;hip hop, new orleans rap, pop rap, rap, trap;221;3:41;2008-01-01;69;0.0391;0.663;0.688;0.00224;6.0;-8.659;0.0;151.589;4.0;0.731
2008;People Are Crazy;Billy Currington;contemporary country, country, country road;231;3:51;2008-01-01;71;0.213;0.651;0.699;0.000265;5.0;-5.006;1.0;141.938;4.0;0.36
2008;LoveGame;Lady Gaga;art pop, dance pop, pop;216;3:36;2008-01-01;71;0.00569;0.894;0.678;2.43e-06;6.0;-5.611;0.0;105.024;4.0;0.844
2008;Hayloft;Mother Mother;pov: indie, vancouver indie;181;3:01;2008-09-23;77;0.00475;0.527;0.922;0.000162;9.0;-2.666;0.0;95.975;4.0;0.49
2008;Beat It;Michael Jackson;r&b, soul;258;4:18;2008-02-08;80;0.0495;0.776;0.867;7.92e-06;3.0;-3.704;0.0;138.827;4.0;0.918
2008;Chasing Pavements;Adele;british soul, pop, pop soul, uk pop;210;3:30;2008-01-28;72;0.291;0.616;0.47;0.0;5.0;-6.092;0.0;80.03;4.0;0.325
2008;Psychosocial;Slipknot;alternative metal, nu metal, rap metal, rock;284;4:44;2008-08-20;78;0.00269;0.568;0.981;0.00275;2.0;-3.889;1.0;135.146;4.0;0.307
2008;Live Your Life;T.I., Rihanna;atl hip hop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap;338;5:38;2008-09-07;77;0.071;0.375;0.862;0.0;11.0;-3.363;0.0;159.841;4.0;0.478
2008;DONTTRUSTME;3OH!3;dance pop, electropowerpop, pop punk, pop rap, post-teen pop;192;3:12;2008-07-07;71;0.0163;0.791;0.713;0.0;5.0;-3.742;0.0;130.012;4.0;0.514
2008;White Winter Hymnal;Fleet Foxes;chamber pop, folk, indie folk, indie rock, indietronica, modern rock, seattle indie, singer-songwriter, stomp and holler;147;2:27;2008-06-03;71;0.44;0.628;0.5;0.0;6.0;-9.66;0.0;124.932;4.0;0.68
2008;Burning Pile;Mother Mother;pov: indie, vancouver indie;262;4:22;2008-09-23;75;0.0633;0.516;0.755;0.00103;5.0;-3.724;1.0;140.099;4.0;0.165
2008;Bad Girlfriend;Theory of a Deadman;alternative metal, canadian metal, canadian rock, nu metal, post-grunge;205;3:25;2008-04-01;68;0.00298;0.504;0.957;0.0;0.0;-2.657;1.0;135.013;4.0;0.676
2008;You Are the Best Thing;Ray LaMontagne;acoustic pop, indie folk, neo mellow, stomp and holler;231;3:51;2008-10-13;70;0.0304;0.578;0.727;1.99e-05;10.0;-4.872;1.0;170.593;4.0;0.885
2008;Free;Zac Brown Band;contemporary country, country, country road, modern country rock;228;3:48;2008-11-17;69;0.235;0.453;0.411;0.00021;1.0;-7.539;1.0;75.752;4.0;0.28
2008;Love in This Club (feat. Young Jeezy);USHER, Jeezy;atl hip hop, contemporary r&b, dance pop, pop, r&b, rap, south carolina hip hop, urban contemporary;259;4:19;2008-05-27;74;0.0572;0.573;0.712;0.0;0.0;-5.976;1.0;140.012;4.0;0.346
2008;Touch My Body;Mariah Carey;dance pop, pop, urban contemporary;204;3:24;2008-04-15;77;0.0996;0.714;0.665;0.0;4.0;-7.736;0.0;78.515;4.0;0.842
2008;Mrs. Officer;Lil Wayne, Bobby V., Kidd Kidd;hip hop, new orleans rap, pop rap, rap, trap;286;4:46;2008-06-10;70;0.236;0.92;0.553;0.0;6.0;-5.068;1.0;112.022;5.0;0.947
2008;Halo;Beyoncé;pop, r&b;261;4:21;2008-11-17;77;0.272;0.508;0.72;0.0;11.0;-5.908;0.0;79.983;4.0;0.472
2008;Take A Bow;Rihanna;barbadian pop, pop, urban contemporary;229;3:49;2008-06-02;77;0.248;0.697;0.467;0.0;9.0;-7.536;1.0;82.082;4.0;0.572
2008;Lucky;Jason Mraz, Colbie Caillat;acoustic pop, dance pop, neo mellow, pop;189;3:09;2008-05-12;76;0.294;0.625;0.414;0.0;0.0;-8.7;1.0;130.088;4.0;0.669
2008;Poison Tree;Grouper;ambient, ambient pop, art pop, dream pop, drone, electra, experimental ambient, experimental pop, modern dream pop, shoegaze, spectra;196;3:16;2008-06-03;74;0.961;0.224;0.139;0.913;11.0;-22.587;1.0;111.316;4.0;0.213
2008;Mayonaka no Door / Stay With Me;Miki Matsubara;classic city pop;312;5:12;2008;78;0.176;0.658;0.747;8.49e-06;5.0;-6.615;1.0;108.259;4.0;0.792
2008;Lollipop;Lil Wayne, Static Major;hip hop, new orleans rap, pop rap, rap, trap;299;4:59;2008-01-01;67;0.0606;0.832;0.43;0.00323;0.0;-9.39;1.0;148.074;4.0;0.462
2008;Sound of Madness;Shinedown;alternative metal, nu metal, post-grunge;233;3:53;2008-06-24;70;4.93e-05;0.328;0.939;0.0065;2.0;-1.654;0.0;185.971;4.0;0.329
2008;Troubadour;George Strait;contemporary country, country, country road;176;2:56;2008-01-01;68;0.356;0.568;0.621;0.000577;11.0;-6.395;1.0;136.094;4.0;0.346
2008;Still Counting;Volbeat;danish metal, danish rock;261;4:21;2008-08-28;75;0.00039;0.309;0.919;0.000225;2.0;-3.131;1.0;103.89;4.0;0.322
2008;Everywhere I Go;Hollywood Undead;alternative metal, modern rock, post-grunge, rap metal, rap rock;210;3:30;2008-09-02;71;0.0962;0.82;0.831;0.0;5.0;-4.856;0.0;110.048;4.0;0.945
2008;Breakeven;The Script;celtic rock, pop;261;4:21;2008-07-14;76;0.144;0.63;0.696;0.0;10.0;-4.501;1.0;94.034;4.0;0.491
2008;When I Grow Up;The Pussycat Dolls;dance pop, girl group, pop;245;4:05;2008-09-23;74;0.00165;0.671;0.685;0.0;11.0;-5.762;0.0;118.449;4.0;0.368
2008;Closer;Ne-Yo;dance pop, pop, r&b, urban contemporary;234;3:54;2008-01-01;69;0.028;0.711;0.753;2.96e-05;4.0;-6.461;0.0;126.051;4.0;0.588
2008;Undead;Hollywood Undead;alternative metal, modern rock, post-grunge, rap metal, rap rock;265;4:25;2008-09-02;72;0.0138;0.512;0.943;0.0;2.0;-5.185;0.0;163.128;4.0;0.485
2008;Harness Your Hopes - B-side;Pavement;alternative rock, chamber pop, indie rock, lo-fi, shoegaze;206;3:26;2008-12-09;70;0.289;0.604;0.573;0.0406;2.0;-7.804;1.0;107.862;4.0;0.581
2008;ゆめうつつ;Lamp;japanese alternative pop;315;5:15;2008-12-03;72;0.985;0.346;0.126;0.463;2.0;-16.89;1.0;92.959;4.0;0.0761
2008;Blue Side Of The Mountain;The Steeldrivers;bluegrass, modern southern rock, neo-traditional bluegrass, new americana;209;3:29;2008-01-15;67;0.631;0.586;0.657;0.00833;9.0;-5.082;1.0;134.358;4.0;0.512
2008;Blame It;Jamie Foxx, T-Pain;contemporary r&b, hip pop, r&b, southern hip hop, trap, urban contemporary;289;4:49;2008-12-11;68;0.0782;0.673;0.614;0.0;7.0;-5.426;1.0;176.052;4.0;0.362
2008;Put On;Jeezy, Kanye West;atl hip hop, crunk, dirty south rap, gangster rap, old school atlanta hip hop, rap, southern hip hop, trap;321;5:21;2008-01-01;68;0.00317;0.65;0.761;0.0;9.0;-6.065;0.0;137.621;4.0;0.268
2008;For Emma;Bon Iver;chamber pop, eau claire indie, indie folk, melancholia, modern rock;220;3:40;2008-02-19;68;0.487;0.669;0.613;0.176;4.0;-11.12;0.0;110.668;4.0;0.566
2008;Arms Tonite;Mother Mother;pov: indie, vancouver indie;216;3:36;2008-09-23;72;0.0973;0.687;0.646;0.000593;4.0;-3.841;1.0;139.978;4.0;0.323
2008;Permitame;Tony Dize, Yandel;reggaeton, urbano latino;185;3:05;2008-01-01;75;0.0287;0.629;0.668;0.0;8.0;-6.974;1.0;214.025;4.0;0.904
2008;Vanished;Crystal Castles;alternative dance, bitpop, digital hardcore, indietronica, neo-synthpop, new rave, nintendocore;242;4:02;2008-03-18;72;0.00206;0.713;0.868;9.23e-05;0.0;-6.644;0.0;119.98;4.0;0.641
2008;Halo;Beyoncé;pop, r&b;261;4:21;2008-11-14;68;0.272;0.508;0.72;0.0;11.0;-5.908;0.0;79.983;4.0;0.472
2008;Say Hey (I Love You) (feat. Cherine Tanya Anderson);Michael Franti & Spearhead, Cherine Tanya Anderson;reggae fusion;235;3:55;2008-09-09;67;0.0376;0.738;0.983;5.98e-06;5.0;-4.374;0.0;92.998;4.0;0.957
2008;Risk;Deftones;alternative metal, nu metal, rap metal, rock, sacramento indie;218;3:38;2008;69;1.61e-05;0.369;0.868;0.0393;2.0;-4.367;1.0;119.709;4.0;0.353
2008;Wrecking Ball;Mother Mother;pov: indie, vancouver indie;194;3:14;2008-09-23;71;0.194;0.664;0.797;0.0;7.0;-4.473;1.0;97.004;4.0;0.284
2008;Dangerous;Kardinal Offishall, Akon;canadian old school hip hop;246;4:06;2008-01-01;75;0.00437;0.949;0.79;0.0;8.0;-5.957;1.0;117.002;4.0;0.807
2008;Savior;Rise Against;alternative metal, chicago hardcore, chicago punk, hardcore punk, modern rock, pop punk, post-grunge, punk;242;4:02;2008-01-01;66;0.0015;0.339;0.931;0.000142;5.0;-3.425;0.0;112.548;4.0;0.467
2008;Where I've Been;Matt Mason;modern country pop, modern country rock;188;3:08;2008-06-10;67;0.0921;0.59;0.632;1.04e-05;7.0;-9.872;1.0;84.753;4.0;0.401
2008;It's Not My Time;3 Doors Down;alternative metal, nu metal, post-grunge, rock;241;4:01;2008-01-01;66;0.00133;0.532;0.935;8.37e-06;0.0;-4.798;1.0;128.025;4.0;0.309
2008;If It Hadn't Been For Love;The Steeldrivers;bluegrass, modern southern rock, neo-traditional bluegrass, new americana;239;3:59;2008-01-15;66;0.695;0.49;0.445;1.16e-05;9.0;-7.19;0.0;159.318;4.0;0.54
2008;If U Seek Amy;Britney Spears;dance pop, pop;216;3:36;2008-12-02;73;0.0192;0.717;0.587;0.0;4.0;-7.296;0.0;129.954;4.0;0.544
2008;Single Ladies (Put a Ring on It);Beyoncé;pop, r&b;193;3:13;2008-11-14;68;0.0383;0.426;0.584;0.0;1.0;-5.293;1.0;193.437;4.0;0.272
2008;Ice Ice Baby;Vanilla Ice;miami hip hop;254;4:14;2008-11-04;73;0.0025;0.979;0.792;7.71e-06;2.0;-2.784;1.0;116.012;4.0;0.583
2008;Indestructible;Disturbed;alternative metal, nu metal, rap metal, rock;278;4:38;2008-04-29;71;0.000209;0.429;0.966;0.124;8.0;-4.605;1.0;179.956;4.0;0.525
2008;Dead And Gone;T.I., Justin Timberlake;atl hip hop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap;299;4:59;2008-09-07;70;0.0402;0.713;0.746;0.0;0.0;-4.99;1.0;135.021;4.0;0.47
2009;Party In The U.S.A.;Miley Cyrus;pop;202;3:22;2009-01-01;80;0.00112;0.652;0.698;0.000115;10.0;-4.667;0.0;96.021;4.0;0.47
2009;Dog Days Are Over;Florence + The Machine;baroque pop, modern rock, uk alternative pop;251;4:11;2009;79;0.0416;0.492;0.81;0.00379;7.0;-5.315;1.0;149.954;4.0;0.245
2009;Best I Ever Had;Drake;canadian hip hop, canadian pop, hip hop, pop rap, rap;257;4:17;2009;80;0.19;0.395;0.922;0.0;1.0;-2.176;1.0;162.361;4.0;0.558
2009;Ain't No Rest for the Wicked;Cage The Elephant;modern alternative rock, modern rock, pov: indie, punk blues, rock;175;2:55;2009-03-24;77;0.0438;0.636;0.849;0.0;0.0;-7.075;1.0;156.036;4.0;0.917
2009;I Gotta Feeling;Black Eyed Peas;dance pop, pop, pop rap;289;4:49;2009-01-01;78;0.0873;0.744;0.766;0.0;0.0;-6.375;1.0;127.966;4.0;0.61
2009;All I Wanted;Paramore;candy pop, pixie, pop, pop emo, pop punk, rock;225;3:45;2009-09-28;77;0.0192;0.494;0.723;0.0322;6.0;-4.559;0.0;144.036;4.0;0.152
2009;Empire State Of Mind;JAY-Z, Alicia Keys;east coast hip hop, gangster rap, hip hop, pop rap, rap;276;4:36;2009-09-08;84;0.0295;0.491;0.956;0.0;11.0;-1.538;1.0;173.585;4.0;0.811
2009;Bad Romance;Lady Gaga;art pop, dance pop, pop;294;4:54;2009-11-05;84;0.00314;0.696;0.921;5.24e-05;0.0;-3.755;1.0;119.001;4.0;0.714
2009;Rosyln;Bon Iver, St. Vincent;chamber pop, eau claire indie, indie folk, melancholia, modern rock;289;4:49;2009-10-09;78;0.971;0.329;0.277;0.024;10.0;-13.111;0.0;159.719;3.0;0.121
2009;Day 'N' Nite (nightmare);Kid Cudi;hip hop, ohio hip hop, pop rap, rap;221;3:41;2009-01-01;74;0.48;0.881;0.441;9.08e-06;11.0;-6.278;0.0;138.014;4.0;0.804
2009;Run This Town;JAY-Z, Rihanna, Kanye West;east coast hip hop, gangster rap, hip hop, pop rap, rap;267;4:27;2009-09-08;80;0.281;0.632;0.924;0.0;1.0;-1.802;1.0;86.844;4.0;0.441
2009;She's Country;Jason Aldean;contemporary country, country, country road, modern country rock;220;3:40;2009-04-07;75;0.198;0.553;0.872;0.0;1.0;-2.832;0.0;172.138;4.0;0.638
2009;Monster;Skillet;alternative metal, christian alternative rock, christian music, christian rock, post-grunge;178;2:58;2009-08-21;80;0.0431;0.64;0.957;0.0;8.0;-2.336;1.0;134.992;4.0;0.692
2009;Down;Jay Sean, Lil Wayne;dance pop, pop, pop rap;212;3:32;2009-01-01;80;0.0101;0.727;0.68;0.0;2.0;-4.498;1.0;132.012;4.0;0.728
2009;Pursuit Of Happiness (Nightmare);Kid Cudi, MGMT, Ratatat;hip hop, ohio hip hop, pop rap, rap;295;4:55;2009-09-15;73;0.484;0.63;0.605;9.29e-05;0.0;-8.951;1.0;115.277;4.0;0.266
2009;Fireflies;Owl City;indietronica, pop;228;3:48;2009-01-01;80;0.0275;0.512;0.662;0.0;3.0;-6.797;1.0;180.114;4.0;0.472
2009;Replay;Iyaz;dance pop, pop rap, post-teen pop;182;3:02;2009-08-11;74;0.173;0.706;0.751;0.0;9.0;-6.323;1.0;91.031;4.0;0.195
2009;Neon Moon;Brooks & Dunn;contemporary country, country, country road;263;4:23;2009-09-08;73;0.554;0.698;0.632;0.0;9.0;-6.508;1.0;102.408;4.0;0.458
2009;Little Lion Man;Mumford & Sons;modern folk rock, modern rock, neo mellow, stomp and holler, uk americana;247;4:07;2009-10-02;72;0.0234;0.52;0.496;2.05e-05;5.0;-8.121;1.0;138.81;4.0;0.496
2009;Pursuit Of Happiness (Nightmare);Kid Cudi, MGMT, Ratatat;hip hop, ohio hip hop, pop rap, rap;295;4:55;2009-01-01;72;0.484;0.63;0.605;9.29e-05;0.0;-8.951;1.0;115.277;4.0;0.266
2009;Big Black Car;Gregory Alan Isakov;indie folk, pop folk, stomp and flutter, stomp and holler;217;3:37;2009-01-01;76;0.909;0.6;0.186;0.00102;3.0;-15.926;1.0;110.044;4.0;0.468
2009;Forever;Drake, Kanye West, Lil Wayne, Eminem;canadian hip hop, canadian pop, hip hop, pop rap, rap;357;5:57;2009-05-15;76;0.249;0.457;0.906;0.0;5.0;-2.278;0.0;104.02;5.0;0.54
2009;1901;Phoenix;alternative dance, indie rock, modern rock, new rave, rock independant francais;193;3:13;2009-05-25;74;0.0601;0.59;0.829;3.99e-05;0.0;-5.649;1.0;144.099;4.0;0.704
2009;Memories (feat. Kid Cudi);David Guetta, Kid Cudi;big room, dance pop, edm, pop, pop dance;210;3:30;2009-08-21;70;0.0015;0.561;0.87;2.82e-06;8.0;-6.103;1.0;129.98;4.0;0.498
2009;Telephone;Lady Gaga, Beyoncé;art pop, dance pop, pop;220;3:40;2009-08-05;73;0.00587;0.825;0.832;0.000789;5.0;-5.853;0.0;122.021;4.0;0.713
2009;The Cave;Mumford & Sons;modern folk rock, modern rock, neo mellow, stomp and holler, uk americana;217;3:37;2009-10-02;71;0.047;0.594;0.51;7.27e-05;4.0;-9.621;1.0;141.979;4.0;0.368
2009;I Will Not Bow;Breaking Benjamin;alternative metal, nu metal, post-grunge;216;3:36;2009-01-01;72;0.000165;0.533;0.955;1.36e-05;8.0;-3.708;1.0;107.984;4.0;0.55
2009;Boot Scootin' Boogie;Brooks & Dunn;contemporary country, country, country road;198;3:18;2009-09-08;73;0.22;0.656;0.817;0.0;11.0;-4.296;0.0;130.448;4.0;0.862
2009;Big Green Tractor;Jason Aldean;contemporary country, country, country road, modern country rock;204;3:24;2009-04-07;71;0.646;0.623;0.59;0.0;4.0;-5.014;1.0;137.071;4.0;0.579
2009;Day 'N' Nite (nightmare);Kid Cudi;hip hop, ohio hip hop, pop rap, rap;221;3:41;2009-09-15;70;0.499;0.871;0.44;4.15e-06;11.0;-6.25;0.0;137.996;4.0;0.799
2009;BedRock;Young Money, Lloyd;dirty south rap, pop rap, rap, southern hip hop, trap;288;4:48;2009-01-01;72;0.102;0.733;0.664;0.0;8.0;-6.163;1.0;148.005;4.0;0.557
2009;The Only Exception;Paramore;candy pop, pixie, pop, pop emo, pop punk, rock;267;4:27;2009-09-28;76;0.144;0.452;0.563;0.0;4.0;-6.607;1.0;137.715;3.0;0.209
2009;Sexy Bitch (feat. Akon);David Guetta, Akon;big room, dance pop, edm, pop, pop dance;195;3:15;2009-08-21;69;0.0771;0.813;0.627;0.000616;11.0;-5.018;0.0;130.011;4.0;0.801
2009;Obsessed;Mariah Carey;dance pop, pop, urban contemporary;242;4:02;2009-09-29;70;0.0465;0.742;0.468;0.0;10.0;-5.557;0.0;86.443;4.0;0.369
2009;Rude Boy;Rihanna;barbadian pop, pop, urban contemporary;222;3:42;2009-11-20;79;0.113;0.563;0.75;0.0;11.0;-4.496;1.0;173.906;4.0;0.812
2009;Fire Burning;Sean Kingston;dance pop, miami hip hop, pop;239;3:59;2009-09-07;74;0.0192;0.839;0.804;0.0;1.0;-2.513;1.0;122.973;4.0;0.888
2009;Rain Is A Good Thing;Luke Bryan;contemporary country, country, country road;176;2:56;2009-01-01;71;0.105;0.622;0.932;2.37e-06;11.0;-4.66;0.0;108.051;4.0;0.519
2009;Hotel Room Service;Pitbull;dance pop, miami hip hop, pop;237;3:57;2009-08-27;74;0.00684;0.85;0.631;0.000406;1.0;-8.401;1.0;126.002;4.0;0.738
2009;Meet Me Halfway;Black Eyed Peas;dance pop, pop, pop rap;284;4:44;2009-01-01;70;0.00474;0.798;0.629;2.29e-05;11.0;-6.857;0.0;130.002;4.0;0.4
2009;Secrets;OneRepublic;piano rock, pop;224;3:44;2009-01-01;77;0.0717;0.516;0.764;0.0;2.0;-6.223;1.0;148.021;4.0;0.376
2009;Sweet Disposition;The Temper Trap;indietronica, modern rock;230;3:50;2009-03-24;69;0.0701;0.531;0.821;0.171;2.0;-6.812;1.0;129.139;4.0;0.34
2009;Right Round;Flo Rida;dance pop, miami hip hop, pop, pop rap;204;3:24;2009-03-30;78;0.009;0.72;0.672;0.0;7.0;-6.852;1.0;124.986;4.0;0.705
